elapsed_ms,session_id,queue_depth,queued_bytes,avg_queue_depth,max_queue_depth,total_read_bytes,total_drained_bytes,dropped_chunks,dropped_bytes
1,session-01,0,0,0.0000,0,0,0,0,0
1011,session-01,128,123559,231.8057,256,25424389,9101814,16228,16199016
2017,session-01,128,127997,231.6586,256,51286718,18952513,32257,32206208
3018,session-01,128,125266,231.4770,256,76344505,28644464,47658,47574775
4019,session-01,128,127997,232.1657,256,104428185,38227544,66179,66072644
5019,session-01,128,128339,233.9160,256,131357487,44619568,86736,86609580
6021,session-01,128,127655,233.6931,256,158030428,54313574,103742,103589199
7022,session-01,128,127657,233.3544,256,183289984,64038319,119272,119124008
8025,session-01,128,129363,233.1562,256,209061175,73750082,135338,135181730
9028,session-01,128,128681,233.0552,256,234677747,83223610,151495,151325456
