elapsed_ms,session_id,queue_depth,queued_bytes,avg_queue_depth,max_queue_depth,total_read_bytes,total_drained_bytes,dropped_chunks,dropped_bytes
0,session-01,0,0,0.0000,0,0,0,0,0
1173,session-01,128,128339,249.6564,256,97703092,9194045,87335,88380708
2176,session-01,128,130046,250.4900,256,211094452,17621813,190964,193342593
3177,session-01,128,130388,250.4193,256,322202336,27479411,290950,294592537
4177,session-01,128,129363,250.2004,256,419596317,37335647,377317,382131307
5181,session-01,128,130047,250.1637,256,521426172,46792867,468555,474503258
6181,session-01,128,129023,250.0853,256,624630184,56905786,560543,567595375
7182,session-01,128,130730,250.2354,256,733655288,65200434,660016,668324124
8182,session-01,128,128680,250.2459,256,846764663,75180907,761894,771455076
9182,session-01,128,128339,250.1496,256,942869393,85027578,847128,857713476
