elapsed_ms,session_id,invoke_ms,loop_gap_ms,drained_bytes,should_render,queue_depth,queued_bytes
3,session-01,3.0000,0.0000,0,true,0,0
107,session-01,1.0000,106.0000,814,true,0,0
210,session-01,1.0000,103.0000,0,true,0,0
312,session-01,1.0000,102.0000,26,true,0,0
416,session-01,1.0000,104.0000,788,true,0,0
517,session-01,1.0000,101.0000,0,true,0,0
621,session-01,1.0000,104.0000,0,true,0,0
722,session-01,1.0000,101.0000,0,true,0,0
824,session-01,1.0000,102.0000,26,true,0,0
926,session-01,1.0000,102.0000,788,true,0,0
1028,session-01,1.0000,102.0000,0,true,0,0
1129,session-01,1.0000,101.0000,814,true,0,0
1232,session-01,0.0000,104.0000,0,true,0,0
1334,session-01,1.0000,101.0000,814,true,0,0
1437,session-01,1.0000,103.0000,0,true,0,0
1538,session-01,1.0000,101.0000,0,true,0,0
1641,session-01,1.0000,103.0000,0,true,0,0
1743,session-01,1.0000,102.0000,0,true,0,0
1846,session-01,1.0000,103.0000,0,true,0,0
1947,session-01,1.0000,101.0000,0,true,0,0
2049,session-01,1.0000,102.0000,814,true,0,0
2151,session-01,1.0000,102.0000,0,true,0,0
2253,session-01,1.0000,102.0000,26,true,0,0
2355,session-01,1.0000,102.0000,788,true,0,0
2457,session-01,0.0000,103.0000,0,true,0,0
2559,session-01,1.0000,101.0000,0,true,0,0
2662,session-01,1.0000,103.0000,11,true,0,0
2763,session-01,1.0000,101.0000,15,true,0,0
2866,session-01,1.0000,103.0000,0,true,0,0
2967,session-01,0.0000,102.0000,0,true,0,0
3415,session-01,346.0000,102.0000,788,true,0,0
3519,session-01,1.0000,449.0000,0,true,0,0
3620,session-01,1.0000,101.0000,0,true,0,0
3723,session-01,1.0000,103.0000,0,true,0,0
3825,session-01,1.0000,102.0000,26,true,0,0
3927,session-01,1.0000,102.0000,788,true,0,0
4066,session-01,39.0000,101.0000,0,true,0,0
4167,session-01,1.0000,139.0000,814,true,0,0
4269,session-01,1.0000,102.0000,0,true,0,0
4370,session-01,0.0000,102.0000,0,true,0,0
4473,session-01,1.0000,102.0000,0,true,0,0
4574,session-01,1.0000,101.0000,0,true,0,0
4676,session-01,1.0000,102.0000,814,true,0,0
4778,session-01,1.0000,102.0000,0,true,0,0
4880,session-01,1.0000,102.0000,26,true,0,0
4982,session-01,0.0000,103.0000,788,true,0,0
5084,session-01,1.0000,101.0000,0,true,0,0
5187,session-01,1.0000,103.0000,814,true,0,0
5289,session-01,1.0000,102.0000,0,true,0,0
5391,session-01,1.0000,102.0000,0,true,0,0
5493,session-01,1.0000,102.0000,0,true,0,0
5595,session-01,1.0000,102.0000,26,true,0,0
5697,session-01,1.0000,102.0000,788,true,0,0
5799,session-01,1.0000,102.0000,0,true,0,0
5901,session-01,1.0000,102.0000,814,true,0,0
6004,session-01,1.0000,103.0000,0,true,0,0
6105,session-01,0.0000,102.0000,0,true,0,0
6207,session-01,0.0000,102.0000,0,true,0,0
6309,session-01,1.0000,101.0000,814,true,0,0
6412,session-01,1.0000,103.0000,0,true,0,0
6514,session-01,1.0000,102.0000,0,true,0,0
6616,session-01,1.0000,102.0000,26,true,0,0
6718,session-01,1.0000,102.0000,788,true,0,0
6820,session-01,1.0000,102.0000,0,true,0,0
6923,session-01,1.0000,103.0000,814,true,0,0
7024,session-01,1.0000,101.0000,0,true,0,0
7126,session-01,1.0000,102.0000,26,true,0,0
7229,session-01,1.0000,103.0000,788,true,0,0
7331,session-01,1.0000,102.0000,0,true,0,0
7433,session-01,0.0000,102.0000,0,true,0,0
7534,session-01,1.0000,101.0000,0,true,0,0
7637,session-01,1.0000,103.0000,11,true,0,0
7739,session-01,1.0000,102.0000,0,true,0,0
7841,session-01,1.0000,102.0000,15,true,0,0
7942,session-01,1.0000,101.0000,0,true,0,0
8329,session-01,284.0000,104.0000,788,true,0,0
8432,session-01,0.0000,387.0000,0,true,0,0
8534,session-01,1.0000,101.0000,0,true,0,0
8637,session-01,1.0000,103.0000,0,true,0,0
8739,session-01,1.0000,102.0000,814,true,0,0
8841,session-01,1.0000,102.0000,0,true,0,0
8943,session-01,1.0000,102.0000,0,true,0,0
9045,session-01,1.0000,102.0000,814,true,0,0
9146,session-01,1.0000,101.0000,0,true,0,0
9249,session-01,1.0000,103.0000,26,true,0,0
9351,session-01,1.0000,102.0000,788,true,0,0
9453,session-01,1.0000,102.0000,0,true,0,0
9555,session-01,1.0000,102.0000,0,true,0,0
9658,session-01,1.0000,103.0000,814,true,0,0
9759,session-01,1.0000,101.0000,0,true,0,0
9862,session-01,1.0000,103.0000,11,true,0,0
9964,session-01,1.0000,102.0000,803,true,0,0
