elapsed_ms,session_id,queue_depth,queued_bytes,avg_queue_depth,max_queue_depth,total_read_bytes,total_drained_bytes,dropped_chunks,dropped_bytes
0,session-01,0,0,0.0000,0,0,0,0,0
1012,session-01,128,130730,168.8575,256,10798019,6281528,4315,4385761
2015,session-01,128,130730,205.6423,256,37107092,15978046,20679,20998316
3016,session-01,128,129364,223.2362,256,76563149,25416842,50267,51016943
4016,session-01,128,130047,230.2333,256,104207823,28146119,74837,75931657
5017,session-01,128,129364,230.1844,256,128160638,37158934,89606,90872340
6018,session-01,128,130047,229.8384,256,151007238,47146601,102297,103730590
7019,session-01,128,128681,229.4225,256,173643239,56609316,115307,116905242
8023,session-01,128,126290,229.6620,256,197220968,65215958,130084,131878720
9025,session-01,128,129022,230.5547,256,220861495,71824452,146896,148908021
