elapsed_ms,session_id,invoke_ms,loop_gap_ms,drained_bytes,should_render,queue_depth,queued_bytes
1,session-01,1.0000,0.0000,0,true,0,0
12,session-01,6.0000,6.0000,0,true,0,0
17,session-01,0.0000,11.0000,0,true,0,0
22,session-01,0.0000,5.0000,0,true,0,0
27,session-01,0.0000,5.0000,0,true,0,0
40,session-01,8.0000,5.0000,126290,true,0,0
76,session-01,8.0000,36.0000,126289,true,128,127997
92,session-01,8.0000,16.0000,125607,true,128,126632
106,session-01,8.0000,14.0000,130047,true,128,128339
121,session-01,8.0000,15.0000,125266,true,128,130389
136,session-01,8.0000,15.0000,126972,true,128,127997
149,session-01,8.0000,13.0000,130047,true,128,129022
162,session-01,7.0000,14.0000,127656,true,128,128680
178,session-01,8.0000,15.0000,129363,true,128,127655
191,session-01,8.0000,13.0000,129705,true,128,127656
204,session-01,7.0000,14.0000,128681,true,128,129364
218,session-01,8.0000,13.0000,127656,true,128,128339
236,session-01,8.0000,18.0000,128681,true,128,127313
248,session-01,7.0000,13.0000,125607,true,128,126632
261,session-01,8.0000,12.0000,126632,true,128,129022
274,session-01,8.0000,13.0000,131072,true,128,125266
288,session-01,8.0000,14.0000,127998,true,128,129022
301,session-01,8.0000,13.0000,127315,true,128,126972
316,session-01,8.0000,15.0000,127315,true,128,127997
329,session-01,8.0000,13.0000,127315,true,128,129022
344,session-01,8.0000,15.0000,129363,true,128,125607
357,session-01,8.0000,13.0000,126632,true,128,129364
370,session-01,7.0000,14.0000,127656,true,128,129364
384,session-01,8.0000,13.0000,126631,true,128,129364
397,session-01,8.0000,13.0000,128681,true,128,126973
412,session-01,8.0000,15.0000,127315,true,128,129023
425,session-01,8.0000,13.0000,128339,true,128,127656
438,session-01,7.0000,13.0000,129022,true,128,130730
452,session-01,8.0000,14.0000,129364,true,128,127997
468,session-01,11.0000,13.0000,127997,true,128,127997
482,session-01,8.0000,17.0000,126973,true,128,127998
494,session-01,7.0000,13.0000,128339,true,128,128680
507,session-01,8.0000,12.0000,126291,true,128,128338
520,session-01,8.0000,13.0000,127314,true,128,130047
533,session-01,7.0000,13.0000,127997,true,128,127998
546,session-01,8.0000,13.0000,129364,true,128,127998
560,session-01,8.0000,14.0000,127655,true,128,127997
574,session-01,8.0000,14.0000,125948,true,128,127314
589,session-01,8.0000,15.0000,126974,true,128,129022
