elapsed_ms,session_id,queue_depth,queued_bytes,avg_queue_depth,max_queue_depth,total_read_bytes,total_drained_bytes,dropped_chunks,dropped_bytes
0,session-01,0,0,0.0000,0,0,0,0,0
1013,session-01,128,130388,234.3811,256,28953027,9073824,19774,19748815
2009,session-01,128,126973,233.5535,256,55318103,18623779,36613,36567351
3012,session-01,128,129363,233.4541,256,82790105,28325971,54394,54334771
4013,session-01,128,128340,233.5728,256,106686040,36498691,70138,70059009
5013,session-01,128,127998,233.0438,256,131538416,45642166,85828,85768252
6015,session-01,128,124924,232.7124,256,157748577,54860057,102817,102763596
7021,session-01,128,128339,232.5089,256,183338873,64695041,118574,118515493
8023,session-01,128,126632,232.7636,256,211624322,74191118,137338,137306572
9024,session-01,128,127997,233.2682,256,239851018,82505841,157273,157217180
