elapsed_ms,session_id,queue_depth,queued_bytes,avg_queue_depth,max_queue_depth,total_read_bytes,total_drained_bytes,dropped_chunks,dropped_bytes
1,session-01,0,0,0.0000,0,0,0,0,0
1,session-02,0,0,0.0000,0,0,0,0,0
1,session-03,0,0,0.0000,0,0,0,0,0
1,session-04,0,0,0.0000,0,0,0,0,0
1013,session-01,128,131072,228.6435,256,11774609,4397046,7098,7246491
1013,session-02,128,131072,228.1894,256,11914556,4457119,7169,7326365
1013,session-03,128,130730,228.9151,256,11465361,4340726,6845,6993905
1013,session-04,128,130389,228.3399,256,11652072,4399776,6968,7121907
2017,session-01,128,131072,233.1871,256,25180089,8319979,16390,16729038
2017,session-02,128,131072,233.0024,256,25367137,8377664,16518,16858401
2017,session-03,128,130730,233.3656,256,25232314,8388242,16368,16713342
2017,session-04,128,129706,233.1868,256,25181449,8318951,16386,16732792
3019,session-01,128,131072,237.1777,256,43955771,12241890,30923,31582809
3019,session-02,128,130730,237.1586,256,43945186,12169869,30982,31644587
3019,session-03,128,130047,237.3544,256,43744832,12180790,30770,31433995
3019,session-04,128,131072,237.1477,256,43882715,12241883,30850,31509760
4021,session-01,128,130730,236.8720,256,54241817,15508441,37799,38602646
4021,session-02,128,130389,236.7596,256,54399174,15566806,37890,38701979
4021,session-03,128,130389,236.8906,256,54123381,15581486,37607,38411506
4021,session-04,128,130730,236.7456,256,54328171,15643947,37745,38553494
5025,session-01,128,130730,236.5703,256,65147726,18773621,45280,46243375
5025,session-02,128,130047,236.4570,256,65405426,18781814,45530,46493565
5025,session-03,128,131072,236.5718,256,65039527,18782159,45171,46126296
5025,session-04,128,131072,236.3546,256,64919364,18761330,45070,46026962
6025,session-01,128,130389,234.9323,256,74437768,23478204,49772,50829175
6025,session-02,128,129364,234.8604,256,74370174,23351567,49835,50889243
6025,session-03,128,131072,234.9339,256,73945234,23359770,49409,50454392
6025,session-04,128,131072,234.7357,256,74191989,23464887,49552,50596030
7026,session-01,128,129363,234.7538,256,85279159,27264259,56686,57885537
7026,session-02,128,130389,234.6601,256,85488737,27273478,56886,58084870
7026,session-03,128,130388,234.7460,256,84759661,27153000,56291,57476273
7026,session-04,128,131072,234.5548,256,84932013,27253677,56361,57547264
8027,session-01,128,130389,234.1899,256,94629276,31187196,62007,63311691
8027,session-02,128,131072,234.1271,256,94923839,31192655,62294,63600112
8027,session-03,128,130388,234.1713,256,94462036,31204958,61826,63126690
8027,session-04,128,131072,233.9987,256,94619022,31305291,61887,63182659
9030,session-01,128,131072,234.1029,256,104618028,34718963,68335,69767993
9030,session-02,128,131072,234.0318,256,104842618,34722033,68554,69989513
9030,session-03,128,130730,234.0802,256,104424163,34734676,68127,69558757
9030,session-04,128,131072,233.9176,256,104548041,34830914,68157,69586055
