elapsed_ms,pid,rss_kb,fd_count,session_count,reader_thread_alive
0,37022,115264,16,1,true
1124,37022,116896,16,1,true
2125,37022,117424,16,1,true
3125,37022,117440,16,1,true
4125,37022,117456,16,1,true
5126,37022,117216,16,1,true
6126,37022,117216,16,1,true
7126,37022,117216,16,1,true
8126,37022,117216,16,1,true
9127,37022,117232,16,1,true
