elapsed_ms,session_id,queue_depth,queued_bytes,avg_queue_depth,max_queue_depth,total_read_bytes,total_drained_bytes,dropped_chunks,dropped_bytes
1,session-01,0,0,0.0000,0,0,0,0,0
1,session-02,0,0,0.0000,0,0,0,0,0
1,session-03,0,0,0.0000,0,0,0,0,0
1,session-04,0,0,0.0000,0,0,0,0,0
1336,session-01,0,0,0.0000,0,0,0,0,0
1336,session-02,0,0,0.0000,0,0,0,0,0
1336,session-03,0,0,0.0000,0,0,0,0,0
1336,session-04,0,0,0.0000,0,0,0,0,0
2338,session-01,128,129705,230.3637,256,7338576,1678997,5481,5529874
2338,session-02,128,131072,229.3461,256,7733490,1804266,5747,5798152
2338,session-03,128,130047,232.2780,256,8343790,1842839,6323,6370904
2338,session-04,128,129705,232.4577,256,8109636,1802558,6120,6177373
3341,session-01,128,130047,240.9071,256,21269848,3047381,18034,18092420
3341,session-02,128,126290,240.1797,256,20728141,3142956,17430,17458895
3341,session-03,128,129705,241.0363,256,20853419,3103362,17600,17620352
3341,session-04,128,127657,241.5501,256,20987906,3132031,17673,17728218
4341,session-01,128,129023,241.6266,256,39052691,6783561,32023,32140107
4341,session-02,128,129364,241.1709,256,38890896,7007826,31660,31753706
4341,session-03,128,127314,241.6851,256,39178999,6970273,31986,32081412
4341,session-04,128,129022,241.9651,256,39333607,6998256,32076,32206329
5345,session-01,128,130730,241.7688,256,56389810,10525206,45497,45733874
5345,session-02,128,128340,241.4205,256,56100704,10755281,45009,45217083
5345,session-03,128,129022,241.7937,256,56435563,10705434,45399,45601107
5345,session-04,128,131072,241.9936,256,56604497,10753902,45509,45719523
6349,session-01,128,131072,242.1901,256,72483410,13602276,58469,58750062
6349,session-02,128,128339,241.8604,256,71903849,13833710,57672,57941800
6349,session-03,128,129706,242.1260,256,72056751,13783529,57937,58143516
6349,session-04,128,129022,242.3325,256,71973146,13717311,57839,58126813
7351,session-01,128,130730,242.0205,256,88795483,17343237,70976,71321516
7351,session-02,128,129364,241.7649,256,88314588,17582531,70268,70602693
7351,session-03,128,127315,241.9714,256,88371884,17521076,70468,70723493
7351,session-04,128,126290,242.1215,256,88796197,17580804,70722,71089103
8351,session-01,128,130047,241.8696,256,104370299,20562302,83264,83677950
8351,session-02,128,126631,242.0809,256,105736363,20817309,84337,84792423
8351,session-03,128,126974,241.9202,256,103745599,20728526,82626,82890099
8351,session-04,128,129705,242.2319,256,105600138,20793384,84239,84677049
9352,session-01,128,129022,241.8066,256,121453452,24434674,96382,96889756
9352,session-02,128,127656,242.2287,256,124959992,24684910,99585,100147426
9352,session-03,128,129706,241.8949,256,120592536,24457876,95673,96004954
9352,session-04,128,129022,242.1354,256,122234107,24530248,97033,97574837
10356,session-01,128,127656,241.8533,256,138900833,28174272,109965,110598905
10356,session-02,128,128339,242.2213,256,142367067,28421773,113153,113816955
10356,session-03,128,129363,241.9322,256,138633133,28335716,109729,110168054
10356,session-04,128,129705,242.1366,256,140211207,28405700,111040,111675802
