elapsed_ms,session_id,queue_depth,queued_bytes,avg_queue_depth,max_queue_depth,total_read_bytes,total_drained_bytes,dropped_chunks,dropped_bytes
0,session-01,0,0,0.0000,0,0,0,0,0
1170,session-01,128,129705,247.8528,256,35117661,3375066,31242,31612890
2173,session-01,128,128339,249.6895,256,141954775,12821688,127470,129004748
3177,session-01,128,128339,249.9633,256,246967854,22016068,222107,224823447
4177,session-01,128,129706,250.2918,256,354855253,30305930,320473,324419617
5178,session-01,128,128680,250.1868,256,460574886,40426351,414854,420019855
6180,session-01,128,128681,250.0685,256,559876246,50411954,503010,509335611
7180,session-01,128,130389,250.0654,256,665139518,60123446,597387,604885683
8181,session-01,128,129705,250.0873,256,768926582,69198712,690844,699598165
9185,session-01,128,129706,250.2096,256,879047411,77623063,791185,801294642
